,date,shot,fuel,oxidizer,diluent,t_0,u_t_0,p_0_nom,p_0,u_p_0,phi_nom,phi,u_phi,dil_mf_nom,dil_mf,u_dil_mf,wave_speed,u_wave_speed,t_ad,cj_speed,sound_speed,dil_mf_co2e,u_dil_mf_co2e
68,2019-10-17,1,C3H8,air,,286.657253348558,4.935733625993108,101325.0,102372.20357223508,13.20429861131149,1.0,0.9882874711715948,0.0045235636562169,0.0,0.0,0.0,1674.7252747252746,6.506646144961602,2254.30146600432,1797.78050285072,992.1284666494696,0.0,0.0
69,2019-10-22,0,C3H8,air,,288.6856950598756,4.932422587378425,101325.0,102400.81639888964,13.20429914402633,1.0,1.0059953777650936,0.0045256006915672,0.0,0.0,0.0,1693.3333333333333,6.652041571163797,2264.335652250706,1802.6336057892383,994.6286412202442,0.0,0.0
70,2019-10-22,1,C3H8,air,,289.2764633785953,4.931609681876161,101325.0,102399.7736289809,13.204299124616671,1.0,0.9795483191303932,0.0045207173686146,0.0,0.0,0.0,1751.7241379310344,7.118712739652,2249.974586510393,1794.956124432817,990.960572157052,0.0,0.0
71,2019-10-22,2,C3H8,air,,289.7123031772948,4.931025661127826,101325.0,102321.09647694192,13.204297660043604,1.0,0.9983215127705036,0.0045276944407583,0.0,0.0,0.0,1647.5675675675675,6.297330808055799,2261.230894879217,1800.3988236311986,993.5878830975836,0.0,0.0
72,2019-10-22,3,C3H8,air,,290.3615611608598,4.929820908794369,101325.0,102360.84030388384,13.204298399780663,1.0,1.0033450431189628,0.004526873563933,0.0,0.0,0.0,1731.8181818181818,6.957843069011654,2263.936096769419,1801.7532903281967,994.2989443527124,0.0,0.0
73,2019-10-22,4,C3H8,air,,290.8473650047371,4.929358048243851,101325.0,102404.82830180952,13.20429921873248,1.0,1.003687588416844,0.0045249931754349,0.0,0.0,0.0,1751.7241379310344,7.118712739652,2264.325635623535,1801.8135866821904,994.362207452099,0.0,0.0
74,2019-10-22,7,C3H8,air,,292.5433463139123,4.926782300329323,101325.0,102409.09358807169,13.20429929817162,1.0,1.009248976609453,0.0045258415453224,0.0,0.0,0.0,1683.9779005524863,6.578741396956978,2267.444851342744,1803.187761534473,995.1614451006566,0.0,0.0
75,2019-10-22,8,C3H8,air,,292.72910199144405,4.926517476250959,101325.0,102325.4998246406,13.204297741997356,1.0,0.9924093981925198,0.0045263968184715,0.0,0.0,0.0,1656.5217391304348,6.365966059360503,2259.501979161979,1798.455347926527,992.8402998824118,0.0,0.0
76,2019-10-22,9,C3H8,air,,292.6015208313638,4.926757227088178,101325.0,102339.86308679463,13.20429800930826,1.0,0.9965008031399704,0.0045265246963097,0.0,0.0,0.0,1674.7252747252746,6.506646144961602,2261.6455205212515,1799.6396815959845,993.4063574202428,0.0,0.0
77,2019-10-22,10,C3H8,air,,292.1432922634896,4.927153039419146,101325.0,102394.69134386498,13.204299029977689,1.0,0.9910611643377264,0.0045230873070107,0.0,0.0,0.0,1702.7932960893854,6.726573668290831,2258.487291559399,1798.1265040295214,992.6469920408985,0.0,0.0
